#EventID,Time,month,Latitude,Longitude,DepthInKm,Author,MagType,mag_range,Magnitude,EventLocationName,EventType
29344621,2021-12-28T17:29:56.040000,2021-12,44.8377,9.9803,21.2,BULLETIN-INGV,ML,'2-3,2.4,2 km N Salsomaggiore Terme (PR),earthquake
29344721,2021-12-28T17:31:07.230000,2021-12,44.8367,9.9483,21.9,BULLETIN-INGV,ML,'3-4,3.3,3 km NW Salsomaggiore Terme (PR),earthquake
29345021,2021-12-28T18:30:13.260000,2021-12,44.8242,9.992,24.8,BULLETIN-INGV,ML,'2-3,2,1 km NE Salsomaggiore Terme (PR),earthquake
29347511,2021-12-29T03:07:46.290000,2021-12,44.8472,9.9573,26.9,BULLETIN-INGV,ML,'2-3,2.2,4 km NW Salsomaggiore Terme (PR),earthquake
29349871,2021-12-29T08:22:31.530000,2021-12,37.7188,15.1342,10.6,BULLETIN-INGV,ML,'2-3,2.1,2 km E Milo (CT),earthquake
29352251,2021-12-29T14:16:48.390000,2021-12,45.6018,14.4732,10,BULLETIN-INGV,ML,'2-3,2.8,"Confine Slovenia-Croazia (SLOVENIA, CROAZIA)",earthquake
29354491,2021-12-29T18:18:22.040000,2021-12,39.715,15.457,11.6,BULLETIN-INGV,ML,'2-3,2.4,Tirreno Meridionale (MARE),earthquake
29355271,2021-12-29T21:40:26.260000,2021-12,38.7237,13.8573,20,BULLETIN-INGV,ML,'2-3,2.8,Tirreno Meridionale (MARE),earthquake
29356711,2021-12-30T07:43:13.730000,2021-12,45.9962,7.4372,1.2,BULLETIN-INGV,ML,'2-3,2.2,Confine Italia-Svizzera (SVIZZERA),earthquake
29359581,2021-12-30T13:47:17.700000,2021-12,45.4548,16.4665,10,BULLETIN-INGV,ML,'3-4,3.2,Croatia [Land],earthquake
29367221,2021-12-31T09:56:44.720000,2021-12,37.8272,14.5728,36.3,BULLETIN-INGV,ML,'2-3,2.4,5 km NW Troina (EN),earthquake
29370461,2021-12-31T17:05:21.160000,2021-12,45.3648,16.2482,10,BULLETIN-INGV,ML,'3-4,3.1,Croatia [Land],earthquake
29371501,2021-12-31T21:38:47.870000,2021-12,38.5158,15.5088,158.5,BULLETIN-INGV,ML,'2-3,2.6,Tirreno Meridionale (MARE),earthquake
29371661,2021-12-31T22:00:10.180000,2021-12,42.3308,13.4912,15.1,BULLETIN-INGV,ML,'2-3,2.7,4 km N Fossa (AQ),earthquake
29372931,2022-01-01T05:15:01.530000,2022-01,44.1655,10.8282,10.3,BULLETIN-INGV,ML,'2-3,2.5,5 km W Lizzano in Belvedere (BO),earthquake
29373191,2022-01-01T06:03:45.630000,2022-01,44.4678,10.2182,24.9,BULLETIN-INGV,ML,'2-3,2,4 km NE Palanzano (PR),earthquake
29373261,2022-01-01T06:16:13.850000,2022-01,43.5682,12.4507,8.8,BULLETIN-INGV,ML,'2-3,2.5,3 km E Apecchio (PU),earthquake
29373461,2022-01-01T07:25:54.590000,2022-01,43.3642,13.0203,8.2,BULLETIN-INGV,ML,'2-3,2,5 km W Poggio San Vicino (MC),earthquake
29379431,2022-01-02T05:19:22.040000,2022-01,37.2403,15.8953,26.6,BULLETIN-INGV,ML,'2-3,2.3,Mar Ionio Meridionale (MARE),earthquake
29379521,2022-01-02T05:26:03.190000,2022-01,42.5083,16.2067,11.7,BULLETIN-INGV,ML,'2-3,2.7,Adriatico Centrale (MARE),earthquake
29379721,2022-01-02T06:31:24.450000,2022-01,42.559,16.0873,10.1,BULLETIN-INGV,ML,'2-3,2.2,Adriatico Centrale (MARE),earthquake
29380201,2022-01-02T07:57:54.970000,2022-01,42.5838,16.271,5.1,BULLETIN-INGV,ML,'2-3,2.7,Adriatico Centrale (MARE),earthquake
29384461,2022-01-02T15:37:41.890000,2022-01,40.3088,16.1443,20,BULLETIN-INGV,ML,'2-3,2.1,2 km N Gallicchio (PZ),earthquake
29385191,2022-01-02T18:46:43.350000,2022-01,41.8303,15.4382,4.5,BULLETIN-INGV,ML,'2-3,2.1,5 km N Apricena (FG),earthquake
29385581,2022-01-02T20:26:30.350000,2022-01,43.2353,12.6343,8.6,BULLETIN-INGV,ML,'2-3,2.1,9 km NE Valfabbrica (PG),earthquake
29385821,2022-01-02T20:48:07.110000,2022-01,37.8587,14.9683,29.3,BULLETIN-INGV,ML,'2-3,2,3 km SE Randazzo (CT),earthquake
29386001,2022-01-02T21:02:25.630000,2022-01,37.8415,14.973,27.2,BULLETIN-INGV,ML,'2-3,2.5,5 km SE Randazzo (CT),earthquake
29386301,2022-01-02T21:25:09.680000,2022-01,39.0637,14.4653,35.4,BULLETIN-INGV,ML,'2-3,2.1,Tirreno Meridionale (MARE),earthquake
29386411,2022-01-02T21:42:18.890000,2022-01,37.8502,14.9643,28.1,BULLETIN-INGV,ML,'2-3,2.1,4 km SE Randazzo (CT),earthquake
29386451,2022-01-02T21:46:48.900000,2022-01,41.7068,12.8827,10.9,SURVEY-INGV,Md,'2-3,2.1,4 km NW Rocca Massima (LT),earthquake
29386911,2022-01-02T23:21:25.020000,2022-01,37.8547,14.9698,29.6,BULLETIN-INGV,ML,'2-3,2.2,3 km SE Randazzo (CT),earthquake
29386941,2022-01-02T23:21:39.750000,2022-01,37.8492,14.9663,29,BULLETIN-INGV,ML,'2-3,2.3,4 km SE Randazzo (CT),earthquake
29387901,2022-01-03T03:57:14.870000,2022-01,37.8512,14.9708,29,BULLETIN-INGV,ML,'2-3,2.2,4 km SE Randazzo (CT),earthquake
29389071,2022-01-03T08:36:34.200000,2022-01,42.8268,13.2323,8.5,BULLETIN-INGV,ML,'2-3,2.3,8 km NW Arquata del Tronto (AP),earthquake
29389631,2022-01-03T09:19:08.950000,2022-01,37.8603,14.9862,29.5,BULLETIN-INGV,ML,'2-3,2.1,4 km SE Randazzo (CT),earthquake
29389721,2022-01-03T09:21:02.530000,2022-01,37.8687,14.9948,29.4,BULLETIN-INGV,ML,'2-3,2,4 km E Randazzo (CT),earthquake
29389831,2022-01-03T09:30:02.860000,2022-01,37.8518,14.9903,27.8,BULLETIN-INGV,ML,'2-3,2.3,5 km SE Randazzo (CT),earthquake
29391691,2022-01-03T12:04:28.030000,2022-01,37.8528,14.9603,29.6,BULLETIN-INGV,ML,'2-3,2,3 km SE Randazzo (CT),earthquake
29391991,2022-01-03T12:25:08.920000,2022-01,37.862,14.9822,29.8,BULLETIN-INGV,ML,'2-3,2,4 km SE Randazzo (CT),earthquake
29394051,2022-01-03T16:14:12.040000,2022-01,37.857,14.9788,30.3,BULLETIN-INGV,ML,'2-3,2.2,4 km SE Randazzo (CT),earthquake
29394501,2022-01-03T16:47:58.230000,2022-01,37.8673,14.9572,29.7,BULLETIN-INGV,ML,'2-3,2.2,2 km SE Randazzo (CT),earthquake
29394691,2022-01-03T16:56:46.800000,2022-01,37.8528,14.9713,29.7,BULLETIN-INGV,ML,'2-3,2,4 km SE Randazzo (CT),earthquake
29395411,2022-01-03T18:26:25.140000,2022-01,42.459,13.3077,10.5,BULLETIN-INGV,ML,'2-3,2.7,2 km E Barete (AQ),earthquake
29395401,2022-01-03T18:26:33.680000,2022-01,42.4602,13.3332,12.1,BULLETIN-INGV,ML,'2-3,2.6,4 km NE Pizzoli (AQ),earthquake
29395841,2022-01-03T19:42:20.980000,2022-01,37.8508,14.9653,29.3,BULLETIN-INGV,ML,'2-3,2.2,4 km SE Randazzo (CT),earthquake
29397161,2022-01-04T00:38:42.440000,2022-01,47.3912,6.8478,10,BULLETIN-INGV,ML,'2-3,2.9,"Confine Svizzera-Francia (SVIZZERA, FRANCIA)",earthquake
29397771,2022-01-04T01:15:35.500000,2022-01,37.8503,14.9688,30.2,BULLETIN-INGV,ML,'2-3,2,4 km SE Randazzo (CT),earthquake
29398201,2022-01-04T03:54:45.520000,2022-01,37.8548,14.9618,30.8,BULLETIN-INGV,ML,'2-3,2,3 km SE Randazzo (CT),earthquake
29398731,2022-01-04T05:31:41.570000,2022-01,37.8482,14.9828,29.2,BULLETIN-INGV,ML,'2-3,2.2,5 km SE Randazzo (CT),earthquake
29399341,2022-01-04T06:43:00.360000,2022-01,37.8488,14.9788,29.4,BULLETIN-INGV,ML,'2-3,2.2,4 km SE Randazzo (CT),earthquake
29399821,2022-01-04T07:40:06.580000,2022-01,37.8462,14.9857,29.3,BULLETIN-INGV,ML,'2-3,2.3,5 km SE Randazzo (CT),earthquake
29401701,2022-01-04T09:17:56.160000,2022-01,37.841,14.9763,29.7,BULLETIN-INGV,ML,'2-3,2.2,5 km SE Randazzo (CT),earthquake
29404301,2022-01-04T12:01:44.560000,2022-01,38.2923,15.1933,114.7,BULLETIN-INGV,ML,'2-3,2.2,Costa Siciliana nord-orientale (Messina),earthquake
29405221,2022-01-04T13:10:45.230000,2022-01,41.6062,15.7887,10.5,BULLETIN-INGV,ML,'2-3,2.4,11 km W Manfredonia (FG),earthquake
29408791,2022-01-04T18:16:53.380000,2022-01,41.7408,13.6132,15,BULLETIN-INGV,ML,'2-3,2,2 km N Sora (FR),earthquake
29409671,2022-01-04T19:15:20.670000,2022-01,38.7322,15.6682,102.4,BULLETIN-INGV,ML,'2-3,2.1,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
29415351,2022-01-05T10:39:52.950000,2022-01,43.4947,12.6908,37,BULLETIN-INGV,ML,'2-3,2.1,5 km SW Frontone (PU),earthquake
29426151,2022-01-05T20:01:25.850000,2022-01,46.3868,12.897,9.6,BULLETIN-INGV,ML,'2-3,2.5,2 km E Preone (UD),earthquake
29438701,2022-01-06T12:34:12.330000,2022-01,42.8677,13.118,7.9,BULLETIN-INGV,ML,'2-3,2.1,4 km SW Castelsantangelo sul Nera (MC),earthquake
29439391,2022-01-06T14:36:19.740000,2022-01,43.1013,13.5055,19.4,BULLETIN-INGV,ML,'2-3,2,2 km NE Servigliano (FM),earthquake
29440451,2022-01-06T18:09:57.920000,2022-01,41.8453,15.7667,22,BULLETIN-INGV,ML,'2-3,2,2 km NW Cagnano Varano (FG),earthquake
29440701,2022-01-06T19:14:18.030000,2022-01,38.3202,14.7932,123,BULLETIN-INGV,ML,'2-3,2.3,Costa Siciliana nord-orientale (Messina),earthquake
29440761,2022-01-06T19:37:15.110000,2022-01,40.8423,14.1388,1.6,BULLETIN-INGV,Md,'2-3,2.1,Campi Flegrei,earthquake
29442471,2022-01-07T07:41:21.060000,2022-01,37.1392,15.6132,32.4,BULLETIN-INGV,ML,'2-3,2,Costa Siracusana (Siracusa),earthquake
29446711,2022-01-08T03:22:25.700000,2022-01,43.3938,15.6603,10,BULLETIN-INGV,ML,'2-3,2.9,Costa Croata meridionale (CROAZIA),earthquake
29447151,2022-01-08T06:01:13.500000,2022-01,42.49,13.1763,12.7,BULLETIN-INGV,ML,'3-4,3.3,4 km SE Borbona (RI),earthquake
29447921,2022-01-08T08:12:29.890000,2022-01,42.9422,13.0293,10.5,BULLETIN-INGV,ML,'2-3,2.4,5 km W Visso (MC),earthquake
29451241,2022-01-09T01:24:25.210000,2022-01,44.6632,9.3878,6.9,BULLETIN-INGV,ML,'2-3,2,3 km SE Cerignale (PC),earthquake
29451281,2022-01-09T01:30:38.720000,2022-01,38.0538,14.7932,8.5,BULLETIN-INGV,ML,'2-3,2.1,2 km SE San Salvatore di Fitalia (ME),earthquake
29453121,2022-01-09T10:30:54.450000,2022-01,40.6113,15.6803,23,BULLETIN-INGV,ML,'2-3,2,3 km N Tito (PZ),earthquake
29454431,2022-01-09T14:20:09.310000,2022-01,43.2783,13.9605,6.2,BULLETIN-INGV,ML,'2-3,2.6,Costa Marchigiana Fermana (Fermo),earthquake
29454481,2022-01-09T14:49:08.770000,2022-01,42.9223,12.809,8.3,BULLETIN-INGV,ML,'2-3,2.1,7 km NE Trevi (PG),earthquake
29456621,2022-01-10T01:08:36.910000,2022-01,36.4118,13.771,24.3,BULLETIN-INGV,ML,'3-4,3.5,Canale di Sicilia meridionale (MARE),earthquake
29458661,2022-01-10T07:34:57.260000,2022-01,43.5235,12.6938,36.9,BULLETIN-INGV,ML,'3-4,3,4 km W Frontone (PU),earthquake
29458651,2022-01-10T07:35:19.790000,2022-01,43.5605,12.7018,38.8,BULLETIN-INGV,ML,'2-3,2.4,5 km E Cagli (PU),earthquake
29484241,2022-01-10T22:23:50.630000,2022-01,37.7,16.1693,34.4,BULLETIN-INGV,ML,'2-3,2.4,Costa Calabra sud-orientale (Reggio di Calabria),earthquake
29507211,2022-01-11T13:43:16.560000,2022-01,43.0045,13.004,11.5,BULLETIN-INGV,ML,'2-3,2,1 km N Monte Cavallo (MC),earthquake
29512631,2022-01-11T16:21:31.310000,2022-01,44.8102,9.964,28.5,BULLETIN-INGV,ML,'2-3,2.3,1 km SW Salsomaggiore Terme (PR),earthquake
29512761,2022-01-11T16:22:44.440000,2022-01,44.8452,9.998,18.4,BULLETIN-INGV,ML,'3-4,3,4 km NE Salsomaggiore Terme (PR),earthquake
29521431,2022-01-12T00:49:15.310000,2022-01,38.8112,15.9572,48.5,BULLETIN-INGV,ML,'2-3,2,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
29531881,2022-01-12T15:03:00.520000,2022-01,41.8873,13.9218,19.8,BULLETIN-INGV,ML,'2-3,2.3,4 km E Scanno (AQ),earthquake
29532531,2022-01-12T15:31:06.070000,2022-01,44.9618,7.0883,11.8,BULLETIN-INGV,ML,'2-3,2.6,2 km E Massello (TO),earthquake
29540181,2022-01-13T01:42:29.020000,2022-01,43.0292,12.9713,12.1,BULLETIN-INGV,ML,'2-3,2,5 km NW Monte Cavallo (MC),earthquake
29541061,2022-01-13T05:29:50.560000,2022-01,42.902,13.1593,8.8,BULLETIN-INGV,ML,'2-3,2,1 km NE Castelsantangelo sul Nera (MC),earthquake
29544481,2022-01-13T10:30:46.310000,2022-01,44.8403,9.9903,9.4,BULLETIN-INGV,ML,'2-3,2.7,3 km NE Salsomaggiore Terme (PR),earthquake
29555631,2022-01-14T04:29:56.170000,2022-01,41.1032,14.4527,9.9,BULLETIN-INGV,ML,'2-3,2.4,4 km S Dugenta (BN),earthquake
29555951,2022-01-14T05:56:20.170000,2022-01,41.0997,14.4497,8.9,BULLETIN-INGV,ML,'2-3,2.2,3 km NE Valle di Maddaloni (CE),earthquake
29561661,2022-01-15T02:54:48.520000,2022-01,48.4823,14.2168,10,BULLETIN-INGV,ML,'2-3,2.6,Austria,earthquake
29562801,2022-01-15T08:42:12.860000,2022-01,38.1083,14.2838,10.2,BULLETIN-INGV,ML,'2-3,2.2,Costa Siciliana nord-orientale (Messina),earthquake
29564051,2022-01-15T12:08:16.320000,2022-01,43.2188,12.9022,41.8,BULLETIN-INGV,ML,'2-3,2.3,4 km NW Fiuminata (MC),earthquake
29566771,2022-01-15T19:00:02.960000,2022-01,41.5958,15.7337,18.5,BULLETIN-INGV,ML,'2-3,2.1,13 km S San Giovanni Rotondo (FG),earthquake
29567161,2022-01-15T20:12:34.250000,2022-01,45.9897,15.008,10,BULLETIN-INGV,ML,'2-3,2.9,Slovenia (SLOVENIA),earthquake
29568041,2022-01-15T23:51:37.420000,2022-01,42.9457,13.0245,10.8,BULLETIN-INGV,ML,'2-3,2,5 km W Visso (MC),earthquake
29568531,2022-01-16T01:08:58.690000,2022-01,37.3043,15.8073,28.4,BULLETIN-INGV,ML,'2-3,2.1,Mar Ionio Meridionale (MARE),earthquake
29568591,2022-01-16T01:19:57.590000,2022-01,37.8018,13.0058,10.9,BULLETIN-INGV,ML,'2-3,2.1,5 km N Salaparuta (TP),earthquake
29568921,2022-01-16T03:42:26.860000,2022-01,38.6997,15.2308,263,BULLETIN-INGV,ML,'3-4,3,Isole Eolie (Messina),earthquake
29572171,2022-01-16T13:14:37.890000,2022-01,42.996,6.5097,0.1,BULLETIN-INGV,ML,'2-3,2.1,Costa Francese (FRANCIA),controlled explosion
29580451,2022-01-17T13:46:44.080000,2022-01,42.5512,16.1022,10,BULLETIN-INGV,ML,'2-3,2.5,Adriatico Centrale (MARE),earthquake
29581701,2022-01-17T17:45:30.280000,2022-01,42.9897,13.0173,7.8,BULLETIN-INGV,ML,'2-3,2,1 km E Monte Cavallo (MC),earthquake
29582411,2022-01-17T21:09:48.780000,2022-01,41.7728,15.9258,26.9,BULLETIN-INGV,ML,'2-3,2.2,8 km NW Monte Sant'Angelo (FG),earthquake
29586321,2022-01-18T14:14:07.530000,2022-01,38.5007,15.4183,154.2,BULLETIN-INGV,ML,'2-3,2.2,Tirreno Meridionale (MARE),earthquake
29587001,2022-01-18T15:24:29.460000,2022-01,44.3375,7.2903,11.7,BULLETIN-INGV,ML,'2-3,2,2 km N Demonte (CN),earthquake
29588431,2022-01-18T18:52:18.930000,2022-01,38.7128,14.1878,404.9,BULLETIN-INGV,ML,'3-4,3.3,Tirreno Meridionale (MARE),earthquake
29588941,2022-01-18T20:47:20.010000,2022-01,42.4855,13.3597,9.6,BULLETIN-INGV,ML,'2-3,2.8,6 km SE Capitignano (AQ),earthquake
29589101,2022-01-18T21:09:15.140000,2022-01,48.5488,14.2698,10,BULLETIN-INGV,ML,'3-4,3,Austria,earthquake
29589171,2022-01-18T22:33:07.000000,2022-01,45.6543,10.001,5.1,BULLETIN-INGV,ML,'2-3,2.6,2 km NW Corte Franca (BS),earthquake
29590281,2022-01-19T04:56:06.640000,2022-01,44.3337,7.2972,12.9,BULLETIN-INGV,ML,'2-3,2.2,2 km N Demonte (CN),earthquake
29590941,2022-01-19T07:34:04.450000,2022-01,38.4318,15.2855,129.2,BULLETIN-INGV,ML,'2-3,2.1,Tirreno Meridionale (MARE),earthquake
29592371,2022-01-19T12:37:55.830000,2022-01,42.5132,13.2697,14.8,BULLETIN-INGV,ML,'2-3,2.3,2 km SE Montereale (AQ),earthquake
29595411,2022-01-19T20:23:51.860000,2022-01,42.4527,13.0835,10,BULLETIN-INGV,ML,'2-3,2.1,2 km E Micigliano (RI),earthquake
29596701,2022-01-19T23:50:23.740000,2022-01,43.2392,14.2198,30.6,BULLETIN-INGV,ML,'3-4,3.1,Costa Marchigiana Fermana (Fermo),earthquake
29600121,2022-01-20T09:19:57.010000,2022-01,38.8307,16.0423,7,BULLETIN-INGV,Mw,'4-5,4.3,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
29605461,2022-01-20T16:15:58.820000,2022-01,42.7082,13.1288,10.2,BULLETIN-INGV,ML,'2-3,2,9 km E Cascia (PG),earthquake
29606281,2022-01-20T17:54:12.540000,2022-01,38.6248,13.7015,23.8,BULLETIN-INGV,ML,'2-3,2.6,Tirreno Meridionale (MARE),earthquake
29607271,2022-01-20T19:44:34.230000,2022-01,38.8138,16.0388,6.3,BULLETIN-INGV,ML,'2-3,2.1,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
29611431,2022-01-21T09:04:20.510000,2022-01,47.1373,10.6758,16.5,BULLETIN-INGV,ML,'2-3,2.2,"Confine Austria-Germania (AUSTRIA, GERMANIA)",earthquake
29612141,2022-01-21T10:49:40.210000,2022-01,38.8773,15.5837,182.2,BULLETIN-INGV,ML,'2-3,2.3,Tirreno Meridionale (MARE),earthquake
29612501,2022-01-21T12:14:14.710000,2022-01,37.7217,15.1753,12.5,BULLETIN-INGV,ML,'2-3,2,1 km SW Giarre (CT),earthquake
29612561,2022-01-21T12:21:17.410000,2022-01,38.487,15.526,131,BULLETIN-INGV,ML,'2-3,2.4,Tirreno Meridionale (MARE),earthquake
29618471,2022-01-22T01:22:10.240000,2022-01,47.1367,10.6632,13.2,BULLETIN-INGV,ML,'2-3,2,"Confine Austria-Germania (AUSTRIA, GERMANIA)",earthquake
29621251,2022-01-22T05:46:55.620000,2022-01,40.0588,15.6122,297.6,BULLETIN-INGV,ML,'3-4,3.1,"Golfo di Policastro (Salerno, Potenza)",earthquake
29627461,2022-01-22T21:07:58.470000,2022-01,40.381,15.2053,7.5,BULLETIN-INGV,ML,'2-3,2,2 km NE Monteforte Cilento (SA),earthquake
29627801,2022-01-22T21:34:13.280000,2022-01,38.8585,14.9098,304.8,BULLETIN-INGV,ML,'3-4,3.5,Tirreno Meridionale (MARE),earthquake
29629471,2022-01-23T03:22:00.130000,2022-01,38.2857,15.2132,116.4,BULLETIN-INGV,ML,'2-3,2.7,Costa Siciliana nord-orientale (Messina),earthquake
29629741,2022-01-23T04:45:14.020000,2022-01,41.3868,14.6392,17.6,BULLETIN-INGV,ML,'2-3,2.2,2 km NW Sassinoro (BN),earthquake
29630111,2022-01-23T05:47:36.330000,2022-01,45.4052,14.413,10,BULLETIN-INGV,ML,'2-3,2.1,"Confine Slovenia-Croazia (SLOVENIA, CROAZIA)",earthquake
29641951,2022-01-24T05:01:58.400000,2022-01,38.7547,15.0193,277.3,BULLETIN-INGV,ML,'3-4,3.1,Isole Eolie (Messina),earthquake
29642441,2022-01-24T05:23:57.750000,2022-01,45.5802,14.3575,8.5,BULLETIN-INGV,ML,'2-3,2.7,"Confine Slovenia-Croazia (SLOVENIA, CROAZIA)",earthquake
29642541,2022-01-24T05:33:41.410000,2022-01,45.6107,14.3705,11.2,BULLETIN-INGV,ML,'2-3,2.5,Slovenia (SLOVENIA),earthquake
29648871,2022-01-24T12:44:22.330000,2022-01,45.7648,10.1693,9.7,BULLETIN-INGV,ML,'2-3,2.6,4 km E Zone (BS),earthquake
29654191,2022-01-24T17:09:27.050000,2022-01,43.2632,13.0693,13.8,BULLETIN-INGV,ML,'2-3,2,3 km N Gagliole (MC),earthquake
29656841,2022-01-24T21:09:22.120000,2022-01,37.8388,14.6665,33.3,BULLETIN-INGV,ML,'2-3,2.1,3 km W San Teodoro (ME),earthquake
29657091,2022-01-24T22:00:50.120000,2022-01,45.9842,15.1118,10,BULLETIN-INGV,ML,'2-3,2.6,Slovenia (SLOVENIA),earthquake
29662411,2022-01-25T15:45:48.080000,2022-01,42.4867,13.2872,10.6,BULLETIN-INGV,ML,'2-3,2.6,4 km N Barete (AQ),earthquake
29664591,2022-01-26T00:16:09.790000,2022-01,42.7695,13.0922,9.3,BULLETIN-INGV,ML,'2-3,2.2,3 km S Norcia (PG),earthquake
29665371,2022-01-26T02:15:38.330000,2022-01,43.3237,13.1893,21.8,BULLETIN-INGV,ML,'2-3,2.1,6 km SW Cingoli (MC),earthquake
29665411,2022-01-26T02:16:11.920000,2022-01,43.3255,13.1873,22.9,BULLETIN-INGV,ML,'2-3,2.3,6 km SW Cingoli (MC),earthquake
29667911,2022-01-26T09:42:02.510000,2022-01,41.8005,15.92,25.7,BULLETIN-INGV,ML,'2-3,2.2,7 km SE Carpino (FG),earthquake
29668691,2022-01-26T10:44:22.960000,2022-01,40.8197,14.4243,0.4,BULLETIN-INGV,Md,'2-3,2.1,Vesuvio,earthquake
29672181,2022-01-26T23:19:21.410000,2022-01,41.4928,14.6133,17,BULLETIN-INGV,ML,'2-3,2.2,2 km E Vinchiaturo (CB),earthquake
29672521,2022-01-27T00:24:46.090000,2022-01,42.6257,16.089,10,BULLETIN-INGV,ML,'2-3,2.5,Adriatico Centrale (MARE),earthquake
29676641,2022-01-27T12:11:50.180000,2022-01,37.8408,15.5115,24.1,BULLETIN-INGV,ML,'2-3,2,"Stretto di Messina (Reggio di Calabria, Messina)",earthquake
29676771,2022-01-27T12:23:41.310000,2022-01,43.3978,12.4992,8.5,BULLETIN-INGV,ML,'2-3,2.2,7 km SE Pietralunga (PG),earthquake
29676941,2022-01-27T12:45:45.110000,2022-01,38.8828,16.4603,10.4,BULLETIN-INGV,ML,'2-3,2.1,2 km W Caraffa di Catanzaro (CZ),earthquake
29697261,2022-01-29T06:27:18.860000,2022-01,38.4598,14.5572,24.5,BULLETIN-INGV,ML,'2-3,2.6,Isole Eolie (Messina),earthquake
29697851,2022-01-29T07:09:16.920000,2022-01,38.3963,14.5568,6.2,BULLETIN-INGV,ML,'2-3,2.3,Costa Siciliana nord-orientale (Messina),earthquake
29714341,2022-01-29T23:07:44.090000,2022-01,38.1413,15.1185,9.8,BULLETIN-INGV,ML,'2-3,2.2,Costa Siciliana nord-orientale (Messina),earthquake
29714971,2022-01-30T03:51:57.750000,2022-01,39.4967,15.8333,87.1,BULLETIN-INGV,ML,'2-3,2.3,Costa Calabra nord-occidentale (Cosenza),earthquake
29716201,2022-01-30T09:03:03.360000,2022-01,44.555,10.4347,26.1,BULLETIN-INGV,ML,'2-3,2.2,5 km SE Canossa (RE),earthquake
29717301,2022-01-30T11:32:52.310000,2022-01,37.5227,14.6227,36.9,BULLETIN-INGV,ML,'2-3,2.3,4 km NW Castel di Iudica (CT),earthquake
29717351,2022-01-30T11:34:21.680000,2022-01,39.8798,16.6545,24.1,BULLETIN-INGV,ML,'2-3,2.5,Costa Ionica Cosentina (Cosenza),earthquake
29719241,2022-01-30T15:04:08.670000,2022-01,37.7605,14.7637,27,BULLETIN-INGV,ML,'2-3,2.2,7 km W Bronte (CT),earthquake
29719341,2022-01-30T15:12:11.930000,2022-01,44.5625,10.4312,21,BULLETIN-INGV,ML,'2-3,2.2,4 km SE Canossa (RE),earthquake
29723051,2022-01-31T07:55:06.780000,2022-01,44.2553,11.5042,24.3,BULLETIN-INGV,ML,'2-3,2.4,4 km W Fontanelice (BO),earthquake
29727971,2022-01-31T12:22:15.250000,2022-01,38.6522,15.5937,88.5,BULLETIN-INGV,ML,'2-3,2.4,Tirreno Meridionale (MARE),earthquake
29728211,2022-01-31T12:30:48.130000,2022-01,37.7453,15.1052,9.1,BULLETIN-INGV,ML,'2-3,2.5,3 km NW Milo (CT),earthquake
29731631,2022-01-31T16:32:44.680000,2022-01,42.6703,13.2553,10.5,BULLETIN-INGV,ML,'2-3,2,3 km S Accumoli (RI),earthquake
29733171,2022-01-31T23:12:45.470000,2022-01,43.6357,12.9688,37.5,BULLETIN-INGV,ML,'2-3,2,3 km N Castelleone di Suasa (AN),earthquake
29777511,2022-02-01T22:17:56.670000,2022-02,45.5335,15.3112,10,BULLETIN-INGV,ML,'2-3,2.9,"Confine Slovenia-Croazia (SLOVENIA, CROAZIA)",earthquake
29777821,2022-02-01T22:43:06.910000,2022-02,44.6058,10.2758,51.7,BULLETIN-INGV,ML,'3-4,3.7,1 km SE Langhirano (PR),earthquake
29778111,2022-02-01T23:05:20.070000,2022-02,42.7837,12.9415,9.5,BULLETIN-INGV,ML,'2-3,2,5 km SE Cerreto di Spoleto (PG),earthquake
29780271,2022-02-02T07:31:37.170000,2022-02,44.5945,10.2898,47.2,BULLETIN-INGV,ML,'2-3,2.3,3 km W Neviano degli Arduini (PR),earthquake
29780551,2022-02-02T07:52:03.310000,2022-02,43.0757,13.4032,25.8,BULLETIN-INGV,ML,'2-3,2.5,3 km NW Penna San Giovanni (MC),earthquake
29784541,2022-02-02T18:55:46.170000,2022-02,44.2632,12.4088,31.4,BULLETIN-INGV,ML,'2-3,2,Costa Ravennate (Ravenna),earthquake
29785941,2022-02-03T00:52:44.210000,2022-02,40.82,14.4252,0.8,BULLETIN-INGV,Md,'2-3,2.2,Vesuvio,earthquake
29790051,2022-02-03T09:36:41.620000,2022-02,39.1678,16.716,22.1,BULLETIN-INGV,ML,'2-3,2.3,3 km SE Cotronei (KR),earthquake
29793141,2022-02-03T14:51:34.750000,2022-02,46.4015,12.9795,6.7,BULLETIN-INGV,ML,'2-3,2,2 km NW Verzegnis (UD),earthquake
29793561,2022-02-03T16:14:03.870000,2022-02,40.5247,15.6337,19.5,BULLETIN-INGV,ML,'2-3,2.5,2 km S Satriano di Lucania (PZ),earthquake
29794751,2022-02-03T22:04:16.670000,2022-02,41.2653,16.3548,7.1,BULLETIN-INGV,ML,'2-3,2.2,5 km W Trani (BT),earthquake
